site,surber,taxa,linear_meas,Unit,dw,FFG,sibe
Coorang,S1,Austrosimulium,5.33,mm,4.26325e-4,FF,Pomeranz_9
Lankey,s1,Austrosimulium,1.64,mm,2.46e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,2.15,mm,4.74e-5,FF,Pomeranz_14
Burke,s1,Austrosimulium,4.07,mm,2.21932e-4,FF,Pomeranz_1
Burke,s1,Austrosimulium,3.6,mm,1.64903e-4,FF,Pomeranz_1
Lankey,s1,Austrosimulium,1.12,mm,9.77e-6,FF,Pomeranz_14
Lankey,s1,Austrosimulium,3.85,mm,1.94002e-4,FF,Pomeranz_14
Lankey,s1,Austrosimulium,2.56,mm,7.23e-5,FF,Pomeranz_14
Burke,s1,Austrosimulium,1.7,mm,2.68e-5,FF,Pomeranz_1
Italian,s1,Austrosimulium,4.81,mm,3.32529e-4,FF,Pomeranz_12
Lankey,s1,Austrosimulium,2.45,mm,6.5e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,4.58,mm,2.9534e-4,FF,Pomeranz_14
Burke,s1,Austrosimulium,4.85,mm,3.39262e-4,FF,Pomeranz_1
Lankey,s1,Austrosimulium,1.59,mm,2.28e-5,FF,Pomeranz_14
Kiwi,s1,Austrosimulium,4.93,mm,3.52967e-4,FF,Pomeranz_13
Burke,s1,Austrosimulium,4.31,mm,2.54947e-4,FF,Pomeranz_1
Coorang,S1,Austrosimulium,2.45,mm,6.5e-5,FF,Pomeranz_9
Coorang,S1,Austrosimulium,3.05,mm,1.10394e-4,FF,Pomeranz_9
Lankey,s1,Austrosimulium,2.07,mm,4.32e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.42,mm,1.74e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,2.59,mm,7.43e-5,FF,Pomeranz_14
Burke,s1,Austrosimulium,4.79,mm,3.29192e-4,FF,Pomeranz_1
Lankey,s1,Austrosimulium,2.85,mm,9.37e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.14,mm,1.02e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,2.29,mm,5.52e-5,FF,Pomeranz_14
Coorang,S1,Austrosimulium,3.07,mm,1.12154e-4,FF,Pomeranz_9
Lankey,s1,Austrosimulium,1.24,mm,1.25e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.54,mm,2.11e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.29,mm,1.38e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.64,mm,2.46e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,3.3,mm,1.33586e-4,FF,Pomeranz_14
Kiwi,s1,Austrosimulium,4.59,mm,2.96903e-4,FF,Pomeranz_13
Chasm,s1,Austrosimulium,1.15,mm,1.04e-5,FF,Pomeranz_6
Burke,s1,Austrosimulium,1.64,mm,2.46e-5,FF,Pomeranz_1
Lankey,s1,Austrosimulium,1.58,mm,2.25e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.69,mm,2.64e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,3.5,mm,1.54033e-4,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.61,mm,2.35e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.23,mm,1.23e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.63,mm,2.42e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.59,mm,2.28e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.86,mm,3.33e-5,FF,Pomeranz_14
Kiwi,s1,Austrosimulium,4.5,mm,2.83008e-4,FF,Pomeranz_13
Burnet Tributary,s1,Austrosimulium,4.03,mm,2.1669e-4,FF,Pomeranz_2
Lankey,s1,Austrosimulium,1.47,mm,1.89e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.29,mm,1.38e-5,FF,Pomeranz_14
Lankey,s1,Austrosimulium,1.45,mm,1.83e-5,FF,Pomeranz_14
Italian,s1,Beraeoptera,4.45,mm,2.84595e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,4.04,mm,2.2488e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,3.67,mm,1.77957e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,3.72,mm,1.83922e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,1.05,mm,8.44e-6,CB,Pomeranz_12
Italian,s1,Beraeoptera,3.53,mm,1.61868e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,1.33,mm,1.5e-5,CB,Pomeranz_12
Italian,s1,Beraeoptera,4.05,mm,2.26238e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,1.22,mm,1.22e-5,CB,Pomeranz_12
Italian,s1,Beraeoptera,1.33,mm,1.5e-5,CB,Pomeranz_12
Italian,s1,Beraeoptera,4.59,mm,3.06904e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,4.18,mm,2.44341e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,1.95,mm,3.81e-5,CB,Pomeranz_12
Italian,s1,Beraeoptera,3.32,mm,1.394e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,0.93,mm,6.28e-6,CB,Pomeranz_12
Italian,s1,Beraeoptera,4.71,mm,3.26822e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,4.53,mm,2.97222e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,3.82,mm,1.96201e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,4.06,mm,2.27602e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,0.85,mm,5.04e-6,CB,Pomeranz_12
Italian,s1,Beraeoptera,3.21,mm,1.28414e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,3.59,mm,1.68653e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,4.18,mm,2.44341e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,5.06,mm,3.89184e-4,CB,Pomeranz_12
Italian,s1,Beraeoptera,1.91,mm,3.62e-5,CB,Pomeranz_12
Lankey,s1,Beraeoptera,1.21,mm,1.19e-5,CB,Pomeranz_14
Italian,s1,Beraeoptera,4.12,mm,2.35884e-4,CB,Pomeranz_12
Stream X,s1,Beraeoptera,1.77,mm,3.01e-5,CB,Pomeranz_21
Italian,s1,Beraeoptera,1.28,mm,1.37e-5,CB,Pomeranz_12
Italian,s1,Beraeoptera,3.8,mm,1.93708e-4,CB,Pomeranz_12
Murray,s1,Beraeoptera,1.26,mm,1.32e-5,CB,Pomeranz_17
Lankey,s1,Beraeoptera,0.99,mm,7.31e-6,CB,Pomeranz_14
Lankey,s1,Beraeoptera,0.99,mm,7.31e-6,CB,Pomeranz_14
Italian,s1,Beraeoptera,1.23,mm,1.24e-5,CB,Pomeranz_12
Italian,s1,Beraeoptera,4.11,mm,2.34491e-4,CB,Pomeranz_12
One Horse Creek,s1,Ceratopogonidae,4.09,mm,3.24729e-4,P,Pomeranz_18
Lankey,s1,Ceratopogonidae,5.82,mm,5.03706e-4,P,Pomeranz_14
One Horse Creek,s1,Ceratopogonidae,3.71,mm,2.87618e-4,P,Pomeranz_18
One Horse Creek,s1,Ceratopogonidae,3.68,mm,2.84727e-4,P,Pomeranz_18
Murray,s1,Ceratopogonidae,3.85,mm,3.01187e-4,P,Pomeranz_17
One Horse Creek,s1,Ceratopogonidae,3.98,mm,3.13896e-4,P,Pomeranz_18
Mine,s1,Ceratopogonidae,3.26,mm,2.44867e-4,P,Pomeranz_16
Burke,s1,Ceratopogonidae,1.6,mm,1.00985e-4,P,Pomeranz_1
One Horse Creek,s1,Ceratopogonidae,4.41,mm,3.56644e-4,P,Pomeranz_18
Murray,s1,Ceratopogonidae,3.82,mm,2.98269e-4,P,Pomeranz_17
Burke,s1,Ceratopogonidae,3.49,mm,2.66549e-4,P,Pomeranz_1
Italian,s1,Ceratopogonidae,3.96,mm,3.11934e-4,P,Pomeranz_12
Burke,s1,Ceratopogonidae,2.39,mm,1.66398e-4,P,Pomeranz_1
Burke,s1,Ceratopogonidae,3.52,mm,2.69403e-4,P,Pomeranz_1
One Horse Creek,s1,Ceratopogonidae,3.09,mm,2.29078e-4,P,Pomeranz_18
Charming,s1,Chironominae,2.11,mm,1.58142e-4,CB,Pomeranz_5
Burke,s1,Chironominae,1.65,mm,8.1e-5,CB,Pomeranz_1
Charming,s1,Chironominae,3.12,mm,4.58355e-4,CB,Pomeranz_5
Burke,s1,Chironominae,1.72,mm,9.07e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.22,mm,3.56e-5,CB,Pomeranz_1
Charming,s1,Chironominae,2.06,mm,1.48154e-4,CB,Pomeranz_5
Burke,s1,Chironominae,1.19,mm,3.33e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.78,mm,9.96e-5,CB,Pomeranz_1
One Horse Creek,s1,Chironominae,4.07,mm,9.44642e-4,CB,Pomeranz_18
Burke,s1,Chironominae,3.24,mm,5.07918e-4,CB,Pomeranz_1
Burke,s1,Chironominae,0.87,mm,1.42e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.79,mm,1.01092e-4,CB,Pomeranz_1
Burke,s1,Chironominae,1.62,mm,7.71e-5,CB,Pomeranz_1
Burke,s1,Chironominae,2,mm,1.36706e-4,CB,Pomeranz_1
Burke,s1,Chironominae,2.16,mm,1.68547e-4,CB,Pomeranz_1
Lankey,s1,Chironominae,1.24,mm,3.72e-5,CB,Pomeranz_14
Burke,s1,Chironominae,2.13,mm,1.62254e-4,CB,Pomeranz_1
Lankey,s1,Chironominae,1.39,mm,5.08e-5,CB,Pomeranz_14
Charming,s1,Chironominae,1.6,mm,7.45e-5,CB,Pomeranz_5
Charming,s1,Chironominae,1.41,mm,5.28e-5,CB,Pomeranz_5
Charming,s1,Chironominae,1.93,mm,1.24077e-4,CB,Pomeranz_5
Charming,s1,Chironominae,1.9,mm,1.189e-4,CB,Pomeranz_5
Charming,s1,Chironominae,1.85,mm,1.10579e-4,CB,Pomeranz_5
Charming,s1,Chironominae,1.85,mm,1.10579e-4,CB,Pomeranz_5
Charming,s1,Chironominae,1.87,mm,1.13862e-4,CB,Pomeranz_5
Charming,s1,Chironominae,1.53,mm,6.6e-5,CB,Pomeranz_5
Charming,s1,Chironominae,1.78,mm,9.96e-5,CB,Pomeranz_5
Charming,s1,Chironominae,1.97,mm,1.31199e-4,CB,Pomeranz_5
Charming,s1,Chironominae,2.17,mm,1.70678e-4,CB,Pomeranz_5
Charming,s1,Chironominae,2,mm,1.36706e-4,CB,Pomeranz_5
Charming,s1,Chironominae,1.89,mm,1.17205e-4,CB,Pomeranz_5
Charming,s1,Chironominae,1.87,mm,1.13862e-4,CB,Pomeranz_5
Charming,s1,Chironominae,2.2,mm,1.77174e-4,CB,Pomeranz_5
Charming,s1,Chironominae,1.44,mm,5.59e-5,CB,Pomeranz_5
Burke,s1,Chironominae,2.31,mm,2.02324e-4,CB,Pomeranz_1
Charming,s1,Chironominae,2.34,mm,2.09553e-4,CB,Pomeranz_5
Burke,s1,Chironominae,3.31,mm,5.3833e-4,CB,Pomeranz_1
Charming,s1,Chironominae,2.21,mm,1.79374e-4,CB,Pomeranz_5
Charming,s1,Chironominae,2.2,mm,1.77174e-4,CB,Pomeranz_5
Charming,s1,Chironominae,2.22,mm,1.8159e-4,CB,Pomeranz_5
Burke,s1,Chironominae,2.52,mm,2.56363e-4,CB,Pomeranz_1
Charming,s1,Chironominae,1.54,mm,6.71e-5,CB,Pomeranz_5
Burke,s1,Chironominae,2.46,mm,2.40095e-4,CB,Pomeranz_1
Burke,s1,Chironominae,1.17,mm,3.18e-5,CB,Pomeranz_1
Coal,s1,Chironominae,2.39,mm,2.2196e-4,CB,Pomeranz_7
Burke,s1,Chironominae,1.66,mm,8.23e-5,CB,Pomeranz_1
Burke,s1,Chironominae,2.62,mm,2.84994e-4,CB,Pomeranz_1
Burke,s1,Chironominae,1.85,mm,1.10579e-4,CB,Pomeranz_1
Burke,s1,Chironominae,2.67,mm,3.00035e-4,CB,Pomeranz_1
Burke,s1,Chironominae,1.88,mm,1.15526e-4,CB,Pomeranz_1
Burke,s1,Chironominae,2.43,mm,2.32212e-4,CB,Pomeranz_1
Burke,s1,Chironominae,1.65,mm,8.1e-5,CB,Pomeranz_1
Burke,s1,Chironominae,2.28,mm,1.95255e-4,CB,Pomeranz_1
Burke,s1,Chironominae,2.74,mm,3.21921e-4,CB,Pomeranz_1
Burke,s1,Chironominae,2.64,mm,2.90951e-4,CB,Pomeranz_1
Burke,s1,Chironominae,2.48,mm,2.45443e-4,CB,Pomeranz_1
Burke,s1,Chironominae,2.36,mm,2.14461e-4,CB,Pomeranz_1
Burke,s1,Chironominae,2.55,mm,0.00026475099999999997,CB,Pomeranz_1
Burke,s1,Chironominae,2.16,mm,1.68547e-4,CB,Pomeranz_1
Burke,s1,Chironominae,2.46,mm,2.40095e-4,CB,Pomeranz_1
Burke,s1,Chironominae,2.01,mm,1.38573e-4,CB,Pomeranz_1
Burke,s1,Chironominae,1.64,mm,7.97e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.6,mm,7.45e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.42,mm,5.38e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.96,mm,1.29395e-4,CB,Pomeranz_1
Burke,s1,Chironominae,1.74,mm,9.36e-5,CB,Pomeranz_1
Burnet Tributary,s1,Chironominae,4.96,mm,0.001617828,CB,Pomeranz_2
Burke,s1,Chironominae,1.21,mm,3.48e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.23,mm,3.64e-5,CB,Pomeranz_1
Lankey,s1,Chironominae,1.71,mm,8.93e-5,CB,Pomeranz_14
Burke,s1,Chironominae,1.33,mm,4.51e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.64,mm,7.97e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.16,mm,3.11e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.62,mm,7.71e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.34,mm,4.6e-5,CB,Pomeranz_1
Burke,s1,Chironominae,1.41,mm,5.28e-5,CB,Pomeranz_1
Burke,s1,Chironominae,2.18,mm,1.72826e-4,CB,Pomeranz_1
Burnet Tributary,s1,Chironominae,3.65,mm,7.02391e-4,CB,Pomeranz_2
Burke,s1,Chironominae,1.79,mm,1.01092e-4,CB,Pomeranz_1
Burke,s1,Chironominae,1.96,mm,1.29395e-4,CB,Pomeranz_1
Burnet Tributary,s1,Chironominae,2.88,mm,3.68662e-4,CB,Pomeranz_2
Lankey,s1,Chironominae,0.83,mm,1.25e-5,CB,Pomeranz_14
Burnet Tributary,s1,Chironominae,3.8,mm,7.83726e-4,CB,Pomeranz_2
Sullivan East,s1,Chironominae,1.17,mm,3.18e-5,CB,Pomeranz_23
Burke,s1,Chironominae,1.7,mm,8.79e-5,CB,Pomeranz_1
Lankey,s1,Chironominae,1.04,mm,2.31e-5,CB,Pomeranz_14
Charming,s1,Chironominae,1.42,mm,5.38e-5,CB,Pomeranz_5
Lankey,s1,Coloburiscus,10.12,mm,0.007943458,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,7.68,mm,0.004018426,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,9.08,mm,0.006076952,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,7.35,mm,0.003605317,FF,Pomeranz_18
Lankey,s1,Coloburiscus,2.57,mm,2.68998e-4,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.72,mm,9.98e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,3.73,mm,6.75048e-4,FF,Pomeranz_18
Lankey,s1,Coloburiscus,10.48,mm,0.008659765,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,6.98,mm,0.003173486,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,6.49,mm,0.002651296,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.06,mm,3.02e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.78,mm,1.0858e-4,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,7.18,mm,0.003402837,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,7.82,mm,0.004201791,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,7.73,mm,0.004083355,FF,Pomeranz_18
Kiwi,s1,Coloburiscus,1.25,mm,4.54e-5,FF,Pomeranz_13
Kiwi,s1,Coloburiscus,1.47,mm,6.77e-5,FF,Pomeranz_13
One Horse Creek,s1,Coloburiscus,7,mm,0.003195994,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.67,mm,9.28e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.39,mm,5.89e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.53,mm,7.47e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.19,mm,4.02e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.16,mm,3.77e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,7.49,mm,0.003777321,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,5.71,mm,0.001932435,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.41,mm,6.11e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.23,mm,4.36e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,6.41,mm,0.002571302,FF,Pomeranz_18
Lankey,s1,Coloburiscus,2.34,mm,2.13391e-4,FF,Pomeranz_14
Kiwi,s1,Coloburiscus,1.53,mm,7.47e-5,FF,Pomeranz_13
One Horse Creek,s1,Coloburiscus,1,mm,2.61e-5,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,1.07,mm,3.09e-5,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.95,mm,1.36019e-4,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.61,mm,8.47e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,5.34,mm,0.001637724,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.3,mm,5e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,8.5,mm,0.005162719,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,6.54,mm,0.002702034,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,1.05,mm,2.95e-5,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,2.08,mm,1.59526e-4,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.64,mm,8.87e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.19,mm,4.02e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.21,mm,4.18e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.08,mm,3.16e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,0.69,mm,1.05e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,0.95,mm,2.3e-5,FF,Pomeranz_18
Italian,s1,Coloburiscus,1.09,mm,3.23e-5,FF,Pomeranz_12
Lankey,s1,Coloburiscus,2.47,mm,2.43879e-4,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,6.99,mm,0.003184728,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,4.44,mm,0.001038125,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.37,mm,5.69e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.3,mm,5e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,0.94,mm,2.24e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,1.36,mm,5.59e-5,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.48,mm,6.88e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,1.36,mm,5.59e-5,FF,Pomeranz_18
Lankey,s1,Coloburiscus,0.99,mm,2.55e-5,FF,Pomeranz_14
Italian,s1,Coloburiscus,1.57,mm,7.96e-5,FF,Pomeranz_12
One Horse Creek,s1,Coloburiscus,3.98,mm,7.92364e-4,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.2,mm,4.1e-5,FF,Pomeranz_14
Murray,s1,Coloburiscus,0.7,mm,1.08e-5,FF,Pomeranz_17
Italian,s1,Coloburiscus,1.85,mm,1.19434e-4,FF,Pomeranz_12
One Horse Creek,s1,Coloburiscus,1.32,mm,5.19e-5,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.48,mm,6.88e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.62,mm,8.6e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,6.86,mm,0.003040425,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.34,mm,5.38e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,1.06,mm,3.02e-5,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,0.92,mm,2.13e-5,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,1.21,mm,4.18e-5,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,2.31,mm,2.06698e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,4.68,mm,0.001182282,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,3.47,mm,5.64713e-4,FF,Pomeranz_18
Lankey,s1,Coloburiscus,0.98,mm,2.49e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,3.18,mm,4.55207e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,5.25,mm,0.001570389,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,0.82,mm,1.6e-5,FF,Pomeranz_18
Lankey,s1,Coloburiscus,0.84,mm,1.7e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.79,mm,1.10093e-4,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.35,mm,5.48e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,0.94,mm,2.24e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,2.96,mm,3.81333e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,1.29,mm,4.9e-5,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,7.29,mm,0.003533058,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,3.75,mm,6.84023e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,3.5,mm,5.76849e-4,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.09,mm,3.23e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,3.84,mm,7.2529e-4,FF,Pomeranz_18
Kiwi,s1,Coloburiscus,1.81,mm,1.13157e-4,FF,Pomeranz_13
One Horse Creek,s1,Coloburiscus,6.41,mm,0.002571302,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.38,mm,5.79e-5,FF,Pomeranz_14
Chasm,s1,Coloburiscus,0.95,mm,2.3e-5,FF,Pomeranz_6
One Horse Creek,s1,Coloburiscus,4.75,mm,0.001226442,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,1.36,mm,5.59e-5,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,1.2,mm,4.1e-5,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.84,mm,1.17846e-4,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,1.18,mm,3.93e-5,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,3.47,mm,5.64713e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,3.56,mm,6.01583e-4,FF,Pomeranz_18
Burke,s1,Coloburiscus,0.96,mm,2.36e-5,FF,Pomeranz_1
One Horse Creek,s1,Coloburiscus,3.38,mm,5.29222e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,3.87,mm,7.39367e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,3.86,mm,7.34657e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,1.15,mm,3.69e-5,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,1.17,mm,3.85e-5,FF,Pomeranz_18
Charming,s1,Coloburiscus,1.06,mm,3.02e-5,FF,Pomeranz_5
Lankey,s1,Coloburiscus,1.18,mm,3.93e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,2.48,mm,2.46326e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,3.17,mm,4.51679e-4,FF,Pomeranz_18
Burke,s1,Coloburiscus,0.7,mm,1.08e-5,FF,Pomeranz_1
One Horse Creek,s1,Coloburiscus,3.3,mm,4.98819e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,5.65,mm,0.001882667,FF,Pomeranz_18
Murray,s1,Coloburiscus,1.07,mm,3.09e-5,FF,Pomeranz_17
Lankey,s1,Coloburiscus,2.02,mm,0.00014839900000000001,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.01,mm,2.68e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,0.97,mm,2.42e-5,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.32,mm,5.19e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,2.87,mm,3.53331e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,2.81,mm,3.35365e-4,FF,Pomeranz_18
One Horse Creek,s1,Coloburiscus,3.24,mm,4.76716e-4,FF,Pomeranz_18
Lankey,s1,Coloburiscus,0.88,mm,1.91e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.2,mm,4.1e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.31,mm,5.09e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.07,mm,3.09e-5,FF,Pomeranz_14
Italian,s1,Coloburiscus,9.41,mm,0.006637127,FF,Pomeranz_12
Lankey,s1,Coloburiscus,1.09,mm,3.23e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,5.25,mm,0.001570389,FF,Pomeranz_18
Burke,s1,Coloburiscus,1.17,mm,3.85e-5,FF,Pomeranz_1
Burke,s1,Coloburiscus,0.97,mm,2.42e-5,FF,Pomeranz_1
One Horse Creek,s1,Coloburiscus,4.93,mm,0.001344453,FF,Pomeranz_18
Italian,s1,Coloburiscus,9.78,mm,0.007300469,FF,Pomeranz_12
Lankey,s1,Coloburiscus,1.14,mm,3.61e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.52,mm,7.35e-5,FF,Pomeranz_14
Lankey,s1,Coloburiscus,1.31,mm,5.09e-5,FF,Pomeranz_14
Kiwi,s1,Coloburiscus,1.51,mm,7.23e-5,FF,Pomeranz_13
Chasm,s1,Coloburiscus,1.16,mm,3.77e-5,FF,Pomeranz_6
Italian,s1,Coloburiscus,7.99,mm,0.004431026,FF,Pomeranz_12
Lankey,s1,Coloburiscus,1.37,mm,5.69e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,1.18,mm,3.93e-5,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.53,mm,7.47e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,3.23,mm,4.7309e-4,FF,Pomeranz_18
Burke,s1,Coloburiscus,1.05,mm,2.95e-5,FF,Pomeranz_1
Italian,s1,Coloburiscus,10.4,mm,0.008497401,FF,Pomeranz_12
One Horse Creek,s1,Coloburiscus,1.38,mm,5.79e-5,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.64,mm,8.87e-5,FF,Pomeranz_14
One Horse Creek,s1,Coloburiscus,3.65,mm,6.39848e-4,FF,Pomeranz_18
Lankey,s1,Coloburiscus,1.13,mm,3.53e-5,FF,Pomeranz_14
