site,sampling_method,sample,sampling_area,organism_group,taxon,body_mass,body_length,body_weight_units,body_length_units,count,multiplier
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.72826e-4,2.18,g,mm,1,16.666666666666668
Sullivan West,surber,2,0.06,macroinvertebrate,Orthocladiinae,9.96016e-4,4.15,g,mm,1,16.666666666666668
Sullivan West,surber,2,0.06,macroinvertebrate,Orthocladiinae,6.14e-5,1.49,g,mm,1,16.666666666666668
Sullivan West,surber,2,0.06,macroinvertebrate,Orthocladiinae,5.17e-6,0.6,g,mm,1,16.666666666666668
Sullivan West,surber,2,0.06,macroinvertebrate,Orthocladiinae,7.84e-5,1.63,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,0.001132084,4.35,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.189e-4,1.9,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,5.88405e-4,3.42,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,7.32e-5,1.59,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,0.001397379,4.7,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,0.00179204,5.15,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.75669e-4,2.9,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,0.002418562,5.75,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,0.002175018,5.53,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.68662e-4,2.88,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,0.001617828,4.96,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,5.92e-5,1.47,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.6519e-4,2.87,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.90951e-4,2.64,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.02636e-4,1.8,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,8.93e-5,1.71,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.86076e-4,2.24,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.82044e-4,2.61,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.45443e-4,2.48,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.34868e-4,2.78,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.97193e-4,2.96,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,7.45e-5,1.6,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,7.26e-6,0.68,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.31199e-4,1.97,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,5.7e-5,1.45,g,mm,1,16.666666666666668
Coorang,surber,2,0.06,macroinvertebrate,Orthocladiinae,0.001522067,4.85,g,mm,1,16.666666666666668
Hot,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.86336e-4,2.93,g,mm,1,16.666666666666668
Hot,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.17205e-4,1.89,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.14461e-4,2.36,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.38155e-4,2.79,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.62254e-4,2.13,g,mm,1,16.666666666666668
Hot,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.21921e-4,2.74,g,mm,1,16.666666666666668
Hot,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.15568e-4,2.72,g,mm,1,16.666666666666668
Hot,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.09295e-4,2.7,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.32212e-4,2.43,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.02324e-4,2.31,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,4.04536e-4,2.98,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.82759e-4,2.92,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.84994e-4,2.62,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.9063e-4,2.26,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.07125e-4,2.33,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.54097e-4,2.09,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.12422e-4,2.71,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.67585e-4,2.56,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.03102e-4,2.68,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.86076e-4,2.24,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,4.00854e-4,2.97,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.53605e-4,2.51,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,7.97e-5,1.64,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.48145e-4,2.49,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.40095e-4,2.46,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.77174e-4,2.2,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,5.16493e-4,3.26,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.56111e-4,2.1,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.14461e-4,2.36,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.88344e-4,2.25,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.48154e-4,2.06,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.50118e-4,2.07,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.17205e-4,1.89,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,2.50865e-4,2.5,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.38573e-4,2.01,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.04195e-4,1.81,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,3.28354e-4,2.76,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.10579e-4,1.85,g,mm,1,16.666666666666668
Mine,surber,2,0.06,macroinvertebrate,Orthocladiinae,1.05768e-4,1.82,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Ostracoda,1.07523e-4,0.74,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Ostracoda,1.01949e-4,0.72,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Ostracoda,1.16155e-4,0.77,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Ostracoda,1.25109e-4,0.8,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Ostracoda,1.04718e-4,0.73,g,mm,1,16.666666666666668
Lankey,surber,2,0.06,macroinvertebrate,Ostracoda,7.39e-5,0.61,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Ostracoda,1.01949e-4,0.72,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Ostracoda,8.11e-5,0.64,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Ostracoda,1.01949e-4,0.72,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Ostracoda,1.01949e-4,0.72,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Ostracoda,8.11e-5,0.64,g,mm,1,16.666666666666668
Lankey,surber,2,0.06,macroinvertebrate,Ostracoda,1.04718e-4,0.73,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Ostracoda,1.40749e-4,0.85,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Ostracoda,6.92e-5,0.59,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Ostracoda,1.13242e-4,0.76,g,mm,1,16.666666666666668
Granity,surber,2,0.06,macroinvertebrate,Oxyethira,3.43e-5,1.41,g,mm,1,16.666666666666668
Granity,surber,2,0.06,macroinvertebrate,Oxyethira,1.04624e-4,2.07,g,mm,1,16.666666666666668
Burnett,surber,2,0.06,macroinvertebrate,Oxyethira,1.54e-5,1.07,g,mm,1,16.666666666666668
Sullivan West,surber,2,0.06,macroinvertebrate,Oxyethira,3.51e-5,1.42,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Oxyethira,1.62642e-4,2.41,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,7.65333e-4,5.05,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,1.16e-5,1.26,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,1.43e-5,1.35,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,5.19142e-4,4.44,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,1.75745e-4,3.1,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,9.08e-5,2.49,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,3.03e-5,1.73,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,0.001630589,6.49,g,mm,1,16.666666666666668
Charming,surber,2,0.06,macroinvertebrate,Paraleptamphopus,1.18482e-4,2.72,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,9.55e-6,1.18,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,0.001852046,6.77,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,4.48e-5,1.97,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,4.62e-5,1.99,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Paraleptamphopus,3.07e-6,0.81,g,mm,1,16.666666666666668
Lankey,surber,2,0.06,macroinvertebrate,Platyhelminthes,1.25746e-4,4.32,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Platyhelminthes,3.23e-5,2.19,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Platyhelminthes,1.23e-5,1.35,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Platyhelminthes,4.99e-5,2.72,g,mm,1,16.666666666666668
Lankey,surber,2,0.06,macroinvertebrate,Platyhelminthes,1.86e-5,1.66,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Platyhelminthes,5.21e-5,2.78,g,mm,1,16.666666666666668
Lankey,surber,2,0.06,macroinvertebrate,Platyhelminthes,6.69e-5,3.15,g,mm,1,16.666666666666668
Granity,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.45185e-4,2.4,g,mm,1,16.666666666666668
Kiwi,surber,2,0.06,macroinvertebrate,Potamopyrgus,6.92e-6,0.93,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,9.9e-5,2.13,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Potamopyrgus,2.3004e-4,2.77,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,5.87e-5,1.81,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Potamopyrgus,3.94e-6,0.78,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.30215e-4,2.32,g,mm,1,16.666666666666668
Lankey,surber,2,0.06,macroinvertebrate,Potamopyrgus,2.57e-5,1.4,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.06632e-4,2.18,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.51092e-4,2.43,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,4.23485e-4,3.35,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,2.94e-5,1.46,g,mm,1,16.666666666666668
Kiwi,surber,2,0.06,macroinvertebrate,Potamopyrgus,3.78e-6,0.77,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,4.19e-5,1.63,g,mm,1,16.666666666666668
Lankey,surber,2,0.06,macroinvertebrate,Potamopyrgus,5.19e-6,0.85,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,3.47553e-4,3.15,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.36e-6,0.56,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,4.89e-5,1.71,g,mm,1,16.666666666666668
Kiwi,surber,2,0.06,macroinvertebrate,Potamopyrgus,5.8e-6,0.88,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,6.41e-5,1.86,g,mm,1,16.666666666666668
Kiwi,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.29e-5,1.13,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,5.77e-5,1.8,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,2.57778e-4,2.87,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,4.27556e-4,3.36,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Potamopyrgus,4.44e-6,0.81,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,4.45e-5,1.66,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.0507e-4,2.17,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.05e-5,1.06,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Potamopyrgus,4.03e-5,1.61,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.65e-5,1.22,g,mm,1,16.666666666666668
Kiwi,surber,2,0.06,macroinvertebrate,Potamopyrgus,8.19e-6,0.98,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.43252e-4,2.39,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.90047e-4,2.61,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.94761e-4,2.63,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.90047e-4,2.61,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.92394e-4,2.62,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.32025e-4,2.33,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,2.24e-5,1.34,g,mm,1,16.666666666666668
Lankey,surber,2,0.06,macroinvertebrate,Potamopyrgus,5.19e-6,0.85,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.3944e-4,2.37,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,3.6192e-4,3.19,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.35698e-4,2.35,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,2.18e-5,1.33,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,3.01e-5,1.47,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,6.92e-6,0.93,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Potamopyrgus,6.86e-5,1.9,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.41e-5,1.16,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.5512e-4,2.45,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.01993e-4,2.15,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.14684e-4,2.23,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,4.03e-5,1.61,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.15e-5,1.09,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,5.36e-5,1.76,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,2.38134e-4,2.8,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.94761e-4,2.63,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.32025e-4,2.33,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,7.33e-5,1.94,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Potamopyrgus,3.47e-6,0.75,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,1.3944e-4,2.37,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,5.87e-5,1.81,g,mm,1,16.666666666666668
Kiwi,surber,2,0.06,macroinvertebrate,Potamopyrgus,5.59e-6,0.87,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Potamopyrgus,2.09e-6,0.64,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,5.97e-5,1.82,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Potamopyrgus,2.09e-6,0.64,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Potamopyrgus,8.48e-5,2.03,g,mm,1,16.666666666666668
One Horse Creek,surber,2,0.06,macroinvertebrate,Psilochorema,5.95537e-4,8.26,g,mm,1,16.666666666666668
Burnet Tributary,surber,2,0.06,macroinvertebrate,Psilochorema,7.49e-5,3.25,g,mm,1,16.666666666666668
Burnet Tributary,surber,2,0.06,macroinvertebrate,Psilochorema,4e-5,2.45,g,mm,1,16.666666666666668
Kiwi,surber,2,0.06,macroinvertebrate,Psilochorema,1.96924e-4,5.02,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Psilochorema,8.43357e-4,9.66,g,mm,1,16.666666666666668
Kiwi,surber,2,0.06,macroinvertebrate,Psilochorema,7.24e-5,3.2,g,mm,1,16.666666666666668
Burnett,surber,2,0.06,macroinvertebrate,Psilochorema,1.41048e-4,4.32,g,mm,1,16.666666666666668
Kiwi,surber,2,0.06,macroinvertebrate,Psilochorema,6.18e-5,2.98,g,mm,1,16.666666666666668
Burnett,surber,2,0.06,macroinvertebrate,Psilochorema,4.08345e-4,6.97,g,mm,1,16.666666666666668
Burnet Tributary,surber,2,0.06,macroinvertebrate,Psilochorema,1.21e-5,1.43,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Pycnocentrella,1.38e-6,0.5,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Pycnocentrella,1.35e-6,0.5,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Pycnocentrella,2.18e-5,1.55,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Pycnocentrella,2.29e-5,1.55,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Pycnocentrella,1.22e-5,1.22,g,mm,1,16.666666666666668
Burke,surber,2,0.06,macroinvertebrate,Pycnocentrella,1.26e-5,1.22,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.34e-5,1.25,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,3.72e-6,0.75,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,2.37e-5,1.57,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Pycnocentria,4.66e-6,0.82,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,3.48e-6,0.73,g,mm,1,16.666666666666668
Chasm,surber,2,0.06,macroinvertebrate,Pycnocentria,5.76e-5,2.24,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,5.56e-6,0.88,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.36e-5,1.26,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,3.1e-5,1.75,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,6.38e-6,0.93,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,8.85e-6,1.06,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,8.64e-6,1.05,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,2.08e-5,1.49,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.09e-5,1.15,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.28e-5,1.23,g,mm,1,16.666666666666668
Kiwi,surber,2,0.06,macroinvertebrate,Pycnocentria,6.55e-6,0.94,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.39e-5,1.27,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,7.27e-6,0.98,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,6.04e-6,0.91,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.68e-5,1.37,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,2.72e-5,1.66,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,9.28e-6,1.08,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,5.56e-6,0.88,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.62e-5,1.35,g,mm,1,16.666666666666668
Lankey,surber,2,0.06,macroinvertebrate,Pycnocentria,6.73e-6,0.95,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.59e-5,1.34,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,6.04e-6,0.91,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,4.24e-6,0.79,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.11e-5,1.16,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,6.73e-6,0.95,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.45e-5,1.29,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.74e-5,1.39,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,6.55e-6,0.94,g,mm,1,16.666666666666668
Lankey,surber,2,0.06,macroinvertebrate,Pycnocentria,6.55e-6,0.94,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,5.88e-6,0.9,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,7.09e-6,0.97,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,6.38e-6,0.93,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,3.06e-5,1.74,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.39e-5,1.27,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,6.04e-6,0.91,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,9.06e-6,1.07,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,2.5e-6,0.64,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,6.98e-5,2.42,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,4.66e-6,0.82,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,1.04e-5,1.13,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,3.57e-5,1.85,g,mm,1,16.666666666666668
Italian,surber,2,0.06,macroinvertebrate,Pycnocentria,2.89e-5,1.7,g,mm,1,16.666666666666668
